protein1,protein2,combined_score
9606.ENSP00000296930,9606.ENSP00000254301,1
9606.ENSP00000249776,9606.ENSP00000319417,1
9606.ENSP00000287380,9606.ENSP00000432768,1
9606.ENSP00000344401,9606.ENSP00000373272,1
9606.ENSP00000295101,9606.ENSP00000489829,1
9606.ENSP00000356505,9606.ENSP00000363512,1
9606.ENSP00000216190,9606.ENSP00000253024,1
9606.ENSP00000263774,9606.ENSP00000354580,1
9606.ENSP00000411439,9606.ENSP00000307164,1
9606.ENSP00000362205,9606.ENSP00000342570,1
9606.ENSP00000225474,9606.ENSP00000228434,1
9606.ENSP00000230056,9606.ENSP00000247191,1
9606.ENSP00000433623,9606.ENSP00000311579,1
9606.ENSP00000367910,9606.ENSP00000351697,1
9606.ENSP00000298139,9606.ENSP00000313350,1
9606.ENSP00000365107,9606.ENSP00000360540,1
9606.ENSP00000413908,9606.ENSP00000361599,1
9606.ENSP00000363929,9606.ENSP00000344393,1
9606.ENSP00000283195,9606.ENSP00000354957,1
9606.ENSP00000230048,9606.ENSP00000367715,1
9606.ENSP00000289371,9606.ENSP00000263791,1
9606.ENSP00000336524,9606.ENSP00000270861,1
9606.ENSP00000317272,9606.ENSP00000378517,1
9606.ENSP00000339145,9606.ENSP00000223073,1
9606.ENSP00000246868,9606.ENSP00000346027,1
9606.ENSP00000346483,9606.ENSP00000497569,1
9606.ENSP00000306822,9606.ENSP00000307786,1
9606.ENSP00000354850,9606.ENSP00000375892,1
9606.ENSP00000396673,9606.ENSP00000362027,1
9606.ENSP00000254181,9606.ENSP00000333376,1
9606.ENSP00000347184,9606.ENSP00000304643,1
9606.ENSP00000370719,9606.ENSP00000380921,1
9606.ENSP00000180166,9606.ENSP00000332353,1
9606.ENSP00000366557,9606.ENSP00000386894,1
9606.ENSP00000497744,9606.ENSP00000225430,1
9606.ENSP00000043402,9606.ENSP00000376048,1
9606.ENSP00000263202,9606.ENSP00000340648,1
9606.ENSP00000455229,9606.ENSP00000425048,1
9606.ENSP00000344431,9606.ENSP00000391692,1
9606.ENSP00000053468,9606.ENSP00000359571,1
9606.ENSP00000222674,9606.ENSP00000317159,1
9606.ENSP00000362153,9606.ENSP00000355471,1
9606.ENSP00000307940,9606.ENSP00000362036,1
9606.ENSP00000275820,9606.ENSP00000338862,1
9606.ENSP00000359571,9606.ENSP00000410083,1
9606.ENSP00000304643,9606.ENSP00000226574,1
9606.ENSP00000478982,9606.ENSP00000257829,1
9606.ENSP00000200453,9606.ENSP00000249269,1
9606.ENSP00000323047,9606.ENSP00000400646,1
9606.ENSP00000406861,9606.ENSP00000317580,1
9606.ENSP00000419184,9606.ENSP00000219315,1
9606.ENSP00000316335,9606.ENSP00000281038,1
9606.ENSP00000231887,9606.ENSP00000295802,1
9606.ENSP00000218721,9606.ENSP00000281806,1
9606.ENSP00000246957,9606.ENSP00000262030,1
9606.ENSP00000311196,9606.ENSP00000362300,1
9606.ENSP00000168148,9606.ENSP00000322323,1
9606.ENSP00000480053,9606.ENSP00000498879,1
9606.ENSP00000297632,9606.ENSP00000334042,1
9606.ENSP00000325819,9606.ENSP00000245479,1
9606.ENSP00000462337,9606.ENSP00000359469,1
9606.ENSP00000373952,9606.ENSP00000482313,1
9606.ENSP00000344544,9606.ENSP00000489630,1
9606.ENSP00000402527,9606.ENSP00000307491,1
9606.ENSP00000308546,9606.ENSP00000342374,1
9606.ENSP00000362744,9606.ENSP00000254730,1
9606.ENSP00000223641,9606.ENSP00000306548,1
9606.ENSP00000230640,9606.ENSP00000496250,1
9606.ENSP00000479134,9606.ENSP00000407552,1
9606.ENSP00000288937,9606.ENSP00000252595,1
9606.ENSP00000425915,9606.ENSP00000311430,1
9606.ENSP00000234310,9606.ENSP00000324804,1
9606.ENSP00000466775,9606.ENSP00000363458,1
9606.ENSP00000322439,9606.ENSP00000420311,1
9606.ENSP00000287461,9606.ENSP00000359688,1
9606.ENSP00000388792,9606.ENSP00000231009,1
9606.ENSP00000258955,9606.ENSP00000301585,1
9606.ENSP00000395473,9606.ENSP00000371294,1
9606.ENSP00000354040,9606.ENSP00000370625,1
9606.ENSP00000216367,9606.ENSP00000352271,1
9606.ENSP00000349274,9606.ENSP00000478982,1
9606.ENSP00000265016,9606.ENSP00000221992,1
9606.ENSP00000484525,9606.ENSP00000181839,1
9606.ENSP00000465759,9606.ENSP00000308000,1
9606.ENSP00000229379,9606.ENSP00000299166,1
9606.ENSP00000393388,9606.ENSP00000276570,1
9606.ENSP00000296871,9606.ENSP00000362299,1
9606.ENSP00000438349,9606.ENSP00000303584,1
9606.ENSP00000324422,9606.ENSP00000334008,1
9606.ENSP00000222286,9606.ENSP00000369611,1
9606.ENSP00000470252,9606.ENSP00000215829,1
9606.ENSP00000451300,9606.ENSP00000289547,1
9606.ENSP00000345195,9606.ENSP00000378284,1
9606.ENSP00000401470,9606.ENSP00000352400,1
9606.ENSP00000364398,9606.ENSP00000348349,1
9606.ENSP00000234827,9606.ENSP00000344393,1
9606.ENSP00000414109,9606.ENSP00000489236,1
9606.ENSP00000335614,9606.ENSP00000345436,1
9606.ENSP00000370842,9606.ENSP00000284818,1
9606.ENSP00000361446,9606.ENSP00000245539,1
9606.ENSP00000346001,9606.ENSP00000322396,1
9606.ENSP00000363377,9606.ENSP00000307272,1
9606.ENSP00000350708,9606.ENSP00000435777,1
9606.ENSP00000363827,9606.ENSP00000361302,1
9606.ENSP00000264156,9606.ENSP00000489236,1
9606.ENSP00000361359,9606.ENSP00000358470,1
9606.ENSP00000406490,9606.ENSP00000352706,1
9606.ENSP00000354558,9606.ENSP00000450742,1
9606.ENSP00000264605,9606.ENSP00000264601,1
9606.ENSP00000355890,9606.ENSP00000298910,1
9606.ENSP00000299663,9606.ENSP00000370034,1
9606.ENSP00000351697,9606.ENSP00000300738,1
9606.ENSP00000323568,9606.ENSP00000498994,1
9606.ENSP00000416959,9606.ENSP00000306902,1
9606.ENSP00000348596,9606.ENSP00000296577,1
9606.ENSP00000446184,9606.ENSP00000199320,1
9606.ENSP00000411145,9606.ENSP00000344285,1
9606.ENSP00000304941,9606.ENSP00000268766,1
9606.ENSP00000301825,9606.ENSP00000365840,1
9606.ENSP00000491596,9606.ENSP00000351697,1
9606.ENSP00000295900,9606.ENSP00000498362,1
9606.ENSP00000481893,9606.ENSP00000310596,1
9606.ENSP00000481697,9606.ENSP00000449328,1
9606.ENSP00000372689,9606.ENSP00000256442,1
9606.ENSP00000431040,9606.ENSP00000342676,1
9606.ENSP00000339795,9606.ENSP00000246117,1
9606.ENSP00000253247,9606.ENSP00000344393,1
9606.ENSP00000340648,9606.ENSP00000300648,1
9606.ENSP00000297338,9606.ENSP00000286398,1
9606.ENSP00000266744,9606.ENSP00000366347,1
9606.ENSP00000365441,9606.ENSP00000264773,1
9606.ENSP00000295987,9606.ENSP00000263233,1
9606.ENSP00000420195,9606.ENSP00000337194,1
9606.ENSP00000403104,9606.ENSP00000331678,1
9606.ENSP00000418401,9606.ENSP00000377640,1
9606.ENSP00000261556,9606.ENSP00000294952,1
9606.ENSP00000483484,9606.ENSP00000348596,1
9606.ENSP00000384582,9606.ENSP00000480489,1
9606.ENSP00000465759,9606.ENSP00000346886,1
9606.ENSP00000370343,9606.ENSP00000266551,1
9606.ENSP00000413908,9606.ENSP00000419243,1
9606.ENSP00000495273,9606.ENSP00000254940,1
9606.ENSP00000363377,9606.ENSP00000355231,1
9606.ENSP00000331044,9606.ENSP00000382646,1
9606.ENSP00000363255,9606.ENSP00000204961,1
9606.ENSP00000291539,9606.ENSP00000384484,1
9606.ENSP00000217131,9606.ENSP00000375892,1
9606.ENSP00000331602,9606.ENSP00000296129,1
9606.ENSP00000385927,9606.ENSP00000360683,1
9606.ENSP00000226218,9606.ENSP00000321853,1
9606.ENSP00000266744,9606.ENSP00000426033,1
9606.ENSP00000366395,9606.ENSP00000261427,1
9606.ENSP00000397881,9606.ENSP00000402661,1
9606.ENSP00000360498,9606.ENSP00000306788,1
9606.ENSP00000295488,9606.ENSP00000369497,1
9606.ENSP00000310042,9606.ENSP00000371169,1
9606.ENSP00000346027,9606.ENSP00000338862,1
9606.ENSP00000265350,9606.ENSP00000283875,1
9606.ENSP00000377047,9606.ENSP00000254301,1
9606.ENSP00000361021,9606.ENSP00000364649,1
9606.ENSP00000365924,9606.ENSP00000305161,1
9606.ENSP00000281142,9606.ENSP00000356579,1
9606.ENSP00000411010,9606.ENSP00000478982,1
9606.ENSP00000316924,9606.ENSP00000370023,1
9606.ENSP00000363397,9606.ENSP00000301452,1
9606.ENSP00000377862,9606.ENSP00000262189,1
9606.ENSP00000409896,9606.ENSP00000429707,1
9606.ENSP00000234420,9606.ENSP00000382218,1
9606.ENSP00000368686,9606.ENSP00000227507,1
9606.ENSP00000283027,9606.ENSP00000216027,1
9606.ENSP00000317214,9606.ENSP00000359668,1
9606.ENSP00000376337,9606.ENSP00000263401,1
9606.ENSP00000299697,9606.ENSP00000424191,1
9606.ENSP00000362774,9606.ENSP00000299300,1
9606.ENSP00000223324,9606.ENSP00000288022,1
9606.ENSP00000039007,9606.ENSP00000233710,1
9606.ENSP00000499900,9606.ENSP00000332049,1
9606.ENSP00000452948,9606.ENSP00000410992,1
9606.ENSP00000350815,9606.ENSP00000365651,1
9606.ENSP00000379612,9606.ENSP00000355231,1
9606.ENSP00000302620,9606.ENSP00000308541,1
9606.ENSP00000361337,9606.ENSP00000240651,1
9606.ENSP00000264230,9606.ENSP00000495672,1
9606.ENSP00000374387,9606.ENSP00000374399,1
9606.ENSP00000328169,9606.ENSP00000370625,1
9606.ENSP00000265734,9606.ENSP00000300651,1
9606.ENSP00000318646,9606.ENSP00000350698,1
9606.ENSP00000361473,9606.ENSP00000355601,1
9606.ENSP00000312987,9606.ENSP00000254227,1
9606.ENSP00000367276,9606.ENSP00000404190,1
9606.ENSP00000347184,9606.ENSP00000403888,1
9606.ENSP00000347170,9606.ENSP00000264414,1
9606.ENSP00000306245,9606.ENSP00000355601,1
9606.ENSP00000272418,9606.ENSP00000262375,1
9606.ENSP00000227638,9606.ENSP00000329926,1
9606.ENSP00000420037,9606.ENSP00000026218,1
9606.ENSP00000321636,9606.ENSP00000361446,1
9606.ENSP00000326817,9606.ENSP00000362707,1
9606.ENSP00000357669,9606.ENSP00000365663,1
9606.ENSP00000300413,9606.ENSP00000262633,1
9606.ENSP00000463784,9606.ENSP00000364794,1
9606.ENSP00000253699,9606.ENSP00000258098,1
9606.ENSP00000263946,9606.ENSP00000206765,1
9606.ENSP00000323300,9606.ENSP00000365107,1
9606.ENSP00000325690,9606.ENSP00000483814,1
9606.ENSP00000323280,9606.ENSP00000319476,1
9606.ENSP00000384302,9606.ENSP00000366519,1
9606.ENSP00000261507,9606.ENSP00000349078,1
9606.ENSP00000314193,9606.ENSP00000310042,1
9606.ENSP00000378888,9606.ENSP00000360764,1
9606.ENSP00000227638,9606.ENSP00000339587,1
9606.ENSP00000387393,9606.ENSP00000287239,1
9606.ENSP00000270538,9606.ENSP00000295767,1
9606.ENSP00000342136,9606.ENSP00000359557,1
9606.ENSP00000231454,9606.ENSP00000485129,1
9606.ENSP00000371711,9606.ENSP00000424838,1
9606.ENSP00000262177,9606.ENSP00000233893,1
9606.ENSP00000369055,9606.ENSP00000482304,1
9606.ENSP00000418008,9606.ENSP00000308717,1
9606.ENSP00000369581,9606.ENSP00000305651,1
9606.ENSP00000377197,9606.ENSP00000367922,1
9606.ENSP00000366997,9606.ENSP00000274242,1
9606.ENSP00000296795,9606.ENSP00000255030,1
9606.ENSP00000354361,9606.ENSP00000330875,1
9606.ENSP00000304192,9606.ENSP00000353013,1
9606.ENSP00000355777,9606.ENSP00000417659,1
9606.ENSP00000317039,9606.ENSP00000228843,1
9606.ENSP00000481684,9606.ENSP00000263985,1
9606.ENSP00000317636,9606.ENSP00000352257,1
9606.ENSP00000299505,9606.ENSP00000258955,1
9606.ENSP00000254803,9606.ENSP00000398597,1
9606.ENSP00000339826,9606.ENSP00000248598,1
9606.ENSP00000268711,9606.ENSP00000325612,1
9606.ENSP00000331358,9606.ENSP00000332225,1
9606.ENSP00000429931,9606.ENSP00000225941,1
9606.ENSP00000307298,9606.ENSP00000310260,1
9606.ENSP00000364649,9606.ENSP00000442920,1
9606.ENSP00000321360,9606.ENSP00000304854,1
9606.ENSP00000262300,9606.ENSP00000265734,1
9606.ENSP00000343635,9606.ENSP00000234396,1
9606.ENSP00000268138,9606.ENSP00000373918,1
9606.ENSP00000371785,9606.ENSP00000259915,1
9606.ENSP00000381231,9606.ENSP00000240185,1
9606.ENSP00000377640,9606.ENSP00000332407,1
9606.ENSP00000356920,9606.ENSP00000357823,1
9606.ENSP00000246337,9606.ENSP00000342007,1
9606.ENSP00000225276,9606.ENSP00000494061,1
9606.ENSP00000460871,9606.ENSP00000420311,1
9606.ENSP00000401878,9606.ENSP00000388723,1
9606.ENSP00000386331,9606.ENSP00000263168,1
9606.ENSP00000332353,9606.ENSP00000314080,1
9606.ENSP00000385958,9606.ENSP00000246868,1
9606.ENSP00000265245,9606.ENSP00000342434,1
9606.ENSP00000469880,9606.ENSP00000385334,1
9606.ENSP00000501150,9606.ENSP00000288266,1
9606.ENSP00000450436,9606.ENSP00000352706,1
9606.ENSP00000495214,9606.ENSP00000322460,1
9606.ENSP00000259698,9606.ENSP00000263168,1
9606.ENSP00000314030,9606.ENSP00000340278,1
9606.ENSP00000262648,9606.ENSP00000354961,1
9606.ENSP00000457411,9606.ENSP00000240185,1
9606.ENSP00000244769,9606.ENSP00000268058,1
9606.ENSP00000384109,9606.ENSP00000055077,1
9606.ENSP00000011653,9606.ENSP00000469613,1
9606.ENSP00000285737,9606.ENSP00000317334,1
9606.ENSP00000296871,9606.ENSP00000368538,1
9606.ENSP00000387739,9606.ENSP00000344220,1
9606.ENSP00000331897,9606.ENSP00000303077,1
9606.ENSP00000348510,9606.ENSP00000380904,1
9606.ENSP00000228318,9606.ENSP00000301587,1
9606.ENSP00000306548,9606.ENSP00000300151,1
9606.ENSP00000311360,9606.ENSP00000354957,1
9606.ENSP00000431822,9606.ENSP00000312066,1
9606.ENSP00000480405,9606.ENSP00000447149,1
9606.ENSP00000274606,9606.ENSP00000315774,1
9606.ENSP00000367029,9606.ENSP00000302886,1
9606.ENSP00000257829,9606.ENSP00000366519,1
9606.ENSP00000264896,9606.ENSP00000430945,1
9606.ENSP00000360310,9606.ENSP00000349208,1
9606.ENSP00000417190,9606.ENSP00000257245,1
9606.ENSP00000322439,9606.ENSP00000498867,1
9606.ENSP00000329419,9606.ENSP00000426909,1
9606.ENSP00000368688,9606.ENSP00000359505,1
9606.ENSP00000263857,9606.ENSP00000410409,1
9606.ENSP00000316779,9606.ENSP00000265986,1
9606.ENSP00000356520,9606.ENSP00000340329,1
9606.ENSP00000328169,9606.ENSP00000261783,1
9606.ENSP00000363458,9606.ENSP00000480053,1
9606.ENSP00000397598,9606.ENSP00000465231,1
9606.ENSP00000365651,9606.ENSP00000265074,1
9606.ENSP00000354580,9606.ENSP00000438455,1
9606.ENSP00000322180,9606.ENSP00000328228,1
9606.ENSP00000342680,9606.ENSP00000216297,1
9606.ENSP00000300850,9606.ENSP00000355114,1
9606.ENSP00000416269,9606.ENSP00000362413,1
9606.ENSP00000364864,9606.ENSP00000388241,1
9606.ENSP00000318821,9606.ENSP00000284690,1
9606.ENSP00000281513,9606.ENSP00000387875,1
9606.ENSP00000283027,9606.ENSP00000248114,1
9606.ENSP00000252804,9606.ENSP00000245206,1
9606.ENSP00000299106,9606.ENSP00000495965,1
9606.ENSP00000216367,9606.ENSP00000336606,1
9606.ENSP00000263694,9606.ENSP00000366557,1
9606.ENSP00000172229,9606.ENSP00000378040,1
9606.ENSP00000381109,9606.ENSP00000301332,1
9606.ENSP00000338057,9606.ENSP00000258955,1
9606.ENSP00000309830,9606.ENSP00000496250,1
9606.ENSP00000223136,9606.ENSP00000372191,1
9606.ENSP00000305651,9606.ENSP00000300589,1
9606.ENSP00000308576,9606.ENSP00000384537,1
9606.ENSP00000414066,9606.ENSP00000364649,1
9606.ENSP00000358753,9606.ENSP00000342510,1
9606.ENSP00000419475,9606.ENSP00000358777,1
9606.ENSP00000265838,9606.ENSP00000335304,1
9606.ENSP00000329466,9606.ENSP00000346120,1
9606.ENSP00000199936,9606.ENSP00000286298,1
9606.ENSP00000310723,9606.ENSP00000362936,1
9606.ENSP00000312326,9606.ENSP00000376776,1
9606.ENSP00000263629,9606.ENSP00000253686,1
9606.ENSP00000360997,9606.ENSP00000301364,1
9606.ENSP00000336606,9606.ENSP00000261584,1
9606.ENSP00000305480,9606.ENSP00000258774,1
9606.ENSP00000272645,9606.ENSP00000263857,1
9606.ENSP00000237201,9606.ENSP00000327786,1
9606.ENSP00000251607,9606.ENSP00000325863,1
9606.ENSP00000216037,9606.ENSP00000412237,1
9606.ENSP00000356405,9606.ENSP00000264157,1
9606.ENSP00000458791,9606.ENSP00000311528,1
9606.ENSP00000403768,9606.ENSP00000361471,1
9606.ENSP00000233575,9606.ENSP00000252699,1
9606.ENSP00000479504,9606.ENSP00000285814,1
9606.ENSP00000296980,9606.ENSP00000499459,1
9606.ENSP00000419945,9606.ENSP00000302289,1
9606.ENSP00000254193,9606.ENSP00000263384,1
9606.ENSP00000280871,9606.ENSP00000384952,1
9606.ENSP00000259075,9606.ENSP00000379612,1
9606.ENSP00000247191,9606.ENSP00000380116,1
9606.ENSP00000358022,9606.ENSP00000430684,1
9606.ENSP00000302640,9606.ENSP00000336842,1
9606.ENSP00000416739,9606.ENSP00000299001,1
9606.ENSP00000477829,9606.ENSP00000366534,1
9606.ENSP00000261973,9606.ENSP00000262126,1
9606.ENSP00000485129,9606.ENSP00000332049,1
9606.ENSP00000438040,9606.ENSP00000440402,1
9606.ENSP00000242351,9606.ENSP00000223073,1
9606.ENSP00000420477,9606.ENSP00000264995,1
9606.ENSP00000478931,9606.ENSP00000362036,1
9606.ENSP00000301455,9606.ENSP00000260356,1
9606.ENSP00000011653,9606.ENSP00000000412,1
9606.ENSP00000264972,9606.ENSP00000412237,1
9606.ENSP00000399805,9606.ENSP00000263383,1
9606.ENSP00000184266,9606.ENSP00000338057,1
9606.ENSP00000383949,9606.ENSP00000470560,1
9606.ENSP00000384371,9606.ENSP00000459533,1
9606.ENSP00000464050,9606.ENSP00000356520,1
9606.ENSP00000258455,9606.ENSP00000417602,1
9606.ENSP00000254605,9606.ENSP00000351380,1
9606.ENSP00000385477,9606.ENSP00000341815,1
9606.ENSP00000498748,9606.ENSP00000348020,1
9606.ENSP00000360882,9606.ENSP00000364711,1
9606.ENSP00000263857,9606.ENSP00000259870,1
9606.ENSP00000344855,9606.ENSP00000498161,1
9606.ENSP00000421926,9606.ENSP00000426503,1
9606.ENSP00000313983,9606.ENSP00000497406,1
9606.ENSP00000260270,9606.ENSP00000327251,1
9606.ENSP00000222247,9606.ENSP00000223073,1
9606.ENSP00000423399,9606.ENSP00000342676,1
9606.ENSP00000253110,9606.ENSP00000453177,1
9606.ENSP00000312304,9606.ENSP00000295256,1
9606.ENSP00000442157,9606.ENSP00000365663,1
9606.ENSP00000300055,9606.ENSP00000265070,1
9606.ENSP00000263629,9606.ENSP00000246062,1
9606.ENSP00000379845,9606.ENSP00000307900,1
9606.ENSP00000366410,9606.ENSP00000264663,1
9606.ENSP00000467262,9606.ENSP00000364649,1
9606.ENSP00000294728,9606.ENSP00000398832,1
9606.ENSP00000447241,9606.ENSP00000257408,1
9606.ENSP00000339834,9606.ENSP00000339090,1
9606.ENSP00000360811,9606.ENSP00000498190,1
9606.ENSP00000382688,9606.ENSP00000382204,1
9606.ENSP00000292599,9606.ENSP00000480421,1
9606.ENSP00000360560,9606.ENSP00000344579,1
9606.ENSP00000360316,9606.ENSP00000304592,1
9606.ENSP00000305742,9606.ENSP00000310557,1
9606.ENSP00000373244,9606.ENSP00000261381,1
9606.ENSP00000053867,9606.ENSP00000494260,1
9606.ENSP00000354361,9606.ENSP00000292616,1
9606.ENSP00000358072,9606.ENSP00000215730,1
9606.ENSP00000375892,9606.ENSP00000366863,1
9606.ENSP00000254605,9606.ENSP00000217456,1
9606.ENSP00000263238,9606.ENSP00000398632,1
9606.ENSP00000364699,9606.ENSP00000299166,1
9606.ENSP00000281043,9606.ENSP00000297338,1
9606.ENSP00000476100,9606.ENSP00000359818,1
9606.ENSP00000387365,9606.ENSP00000228347,1
9606.ENSP00000360811,9606.ENSP00000248594,1
9606.ENSP00000497669,9606.ENSP00000263168,1
9606.ENSP00000378284,9606.ENSP00000369757,1
9606.ENSP00000348278,9606.ENSP00000377520,1
9606.ENSP00000357823,9606.ENSP00000363999,1
9606.ENSP00000227667,9606.ENSP00000264005,1
9606.ENSP00000226413,9606.ENSP00000268053,1
9606.ENSP00000280154,9606.ENSP00000487174,1
9606.ENSP00000253363,9606.ENSP00000230640,1
9606.ENSP00000489236,9606.ENSP00000378712,1
9606.ENSP00000340279,9606.ENSP00000287482,1
9606.ENSP00000428085,9606.ENSP00000309334,1
9606.ENSP00000216190,9606.ENSP00000499044,1
9606.ENSP00000498019,9606.ENSP00000257570,1
9606.ENSP00000264110,9606.ENSP00000364349,1
9606.ENSP00000291715,9606.ENSP00000367330,1
9606.ENSP00000264255,9606.ENSP00000338057,1
9606.ENSP00000263857,9606.ENSP00000462664,1
9606.ENSP00000252593,9606.ENSP00000353512,1
9606.ENSP00000379472,9606.ENSP00000360216,1
9606.ENSP00000404503,9606.ENSP00000337797,1
9606.ENSP00000334448,9606.ENSP00000258400,1
9606.ENSP00000361027,9606.ENSP00000271636,1
9606.ENSP00000257287,9606.ENSP00000355966,1
9606.ENSP00000338862,9606.ENSP00000366135,1
9606.ENSP00000230640,9606.ENSP00000263239,1
9606.ENSP00000350698,9606.ENSP00000226796,1
9606.ENSP00000315397,9606.ENSP00000369682,1
9606.ENSP00000290953,9606.ENSP00000222674,1
9606.ENSP00000305204,9606.ENSP00000377536,1
9606.ENSP00000359095,9606.ENSP00000460871,1
9606.ENSP00000346809,9606.ENSP00000357069,1
9606.ENSP00000263956,9606.ENSP00000283875,1
9606.ENSP00000378409,9606.ENSP00000358294,1
9606.ENSP00000311300,9606.ENSP00000371278,1
9606.ENSP00000383949,9606.ENSP00000307940,1
9606.ENSP00000225916,9606.ENSP00000421180,1
9606.ENSP00000199320,9606.ENSP00000362036,1
9606.ENSP00000265097,9606.ENSP00000338788,1
9606.ENSP00000280772,9606.ENSP00000320176,1
9606.ENSP00000378163,9606.ENSP00000373404,1
9606.ENSP00000357320,9606.ENSP00000272342,1
9606.ENSP00000306788,9606.ENSP00000346001,1
9606.ENSP00000307889,9606.ENSP00000246117,1
9606.ENSP00000389810,9606.ENSP00000209875,1
9606.ENSP00000240922,9606.ENSP00000447942,1
9606.ENSP00000347602,9606.ENSP00000443988,1
9606.ENSP00000258383,9606.ENSP00000262584,1
9606.ENSP00000363330,9606.ENSP00000221992,1
9606.ENSP00000413436,9606.ENSP00000250263,1
9606.ENSP00000394472,9606.ENSP00000366390,1
9606.ENSP00000429084,9606.ENSP00000343001,1
9606.ENSP00000391800,9606.ENSP00000360522,1
9606.ENSP00000328228,9606.ENSP00000360483,1
9606.ENSP00000481893,9606.ENSP00000416673,1
9606.ENSP00000265967,9606.ENSP00000318128,1
9606.ENSP00000377224,9606.ENSP00000335357,1
9606.ENSP00000441765,9606.ENSP00000416606,1
9606.ENSP00000264228,9606.ENSP00000348933,1
9606.ENSP00000362744,9606.ENSP00000364398,1
9606.ENSP00000355261,9606.ENSP00000300146,1
9606.ENSP00000323889,9606.ENSP00000425107,1
9606.ENSP00000368688,9606.ENSP00000297534,1
9606.ENSP00000373404,9606.ENSP00000272418,1
9606.ENSP00000285071,9606.ENSP00000430282,1
9606.ENSP00000340299,9606.ENSP00000305161,1
9606.ENSP00000261249,9606.ENSP00000262432,1
9606.ENSP00000318318,9606.ENSP00000179259,1
9606.ENSP00000249016,9606.ENSP00000306449,1
9606.ENSP00000379098,9606.ENSP00000336790,1
9606.ENSP00000448165,9606.ENSP00000302476,1
9606.ENSP00000368688,9606.ENSP00000315774,1
9606.ENSP00000218721,9606.ENSP00000443631,1
9606.ENSP00000384863,9606.ENSP00000430432,1
9606.ENSP00000457411,9606.ENSP00000364398,1
9606.ENSP00000341382,9606.ENSP00000230056,1
9606.ENSP00000247191,9606.ENSP00000250056,1
9606.ENSP00000358824,9606.ENSP00000359699,1
9606.ENSP00000377192,9606.ENSP00000298556,1
9606.ENSP00000215742,9606.ENSP00000263663,1
9606.ENSP00000419475,9606.ENSP00000286918,1
9606.ENSP00000404190,9606.ENSP00000307288,1
9606.ENSP00000284818,9606.ENSP00000263339,1
9606.ENSP00000245816,9606.ENSP00000363259,1
9606.ENSP00000229135,9606.ENSP00000343505,1
9606.ENSP00000302216,9606.ENSP00000331040,1
9606.ENSP00000385636,9606.ENSP00000354040,1
9606.ENSP00000265990,9606.ENSP00000354633,1
9606.ENSP00000369702,9606.ENSP00000280734,1
9606.ENSP00000470879,9606.ENSP00000420477,1
